,DATE,HourlyWindSpeed,HourlyPrecipitation
11523,2014-12-31 05:51:00,3.0,0.0
11524,2014-12-31 06:51:00,9.0,0.0
11525,2014-12-31 07:51:00,3.0,0.0
11526,2014-12-31 08:51:00,10.0,0.0
11527,2014-12-31 09:51:00,9.0,0.0
11528,2014-12-31 10:51:00,9.0,0.0
11529,2014-12-31 11:51:00,6.0,0.0
11530,2014-12-31 12:51:00,10.0,0.0
11531,2014-12-31 13:51:00,3.0,0.0
11532,2014-12-31 14:51:00,3.0,0.0
11533,2014-12-31 15:51:00,9.0,0.0
11535,2014-12-31 17:51:00,9.0,0.0
11536,2014-12-31 18:51:00,3.0,0.0
11537,2014-12-31 19:51:00,5.0,0.0
11538,2014-12-31 20:51:00,3.0,0.0
11539,2014-12-31 21:51:00,5.0,0.0
11541,2014-12-31 23:51:00,5.0,0.0
0,2015-01-01 00:51:00,10.0,0.0
1,2015-01-01 01:51:00,9.0,0.0
2,2015-01-01 02:51:00,7.0,0.0
3,2015-01-01 03:51:00,3.0,0.0
4,2015-01-01 04:51:00,3.0,0.0
6,2015-01-01 06:51:00,3.0,0.0
7,2015-01-01 07:51:00,7.0,0.0
8,2015-01-01 08:51:00,0.0,0.0
9,2015-01-01 09:51:00,6.0,0.0
10,2015-01-01 10:51:00,3.0,0.0
11,2015-01-01 11:51:00,11.0,0.0
12,2015-01-01 12:51:00,10.0,0.0
13,2015-01-01 13:51:00,7.0,0.0
14,2015-01-01 14:51:00,9.0,0.0
15,2015-01-01 15:51:00,8.0,0.0
16,2015-01-01 16:51:00,11.0,0.0
17,2015-01-01 17:51:00,7.0,0.0
18,2015-01-01 18:51:00,0.0,0.0
19,2015-01-01 19:51:00,7.0,0.0
20,2015-01-01 20:51:00,9.0,0.0
21,2015-01-01 21:51:00,8.0,0.0
22,2015-01-01 22:51:00,10.0,0.0
23,2015-01-01 23:51:00,10.0,0.0
25,2015-01-02 00:51:00,8.0,0.0
26,2015-01-02 01:51:00,8.0,0.0
27,2015-01-02 02:51:00,7.0,0.0
29,2015-01-02 04:51:00,3.0,0.0
30,2015-01-02 05:51:00,8.0,0.0
31,2015-01-02 06:51:00,5.0,0.0
32,2015-01-02 07:51:00,7.0,0.0
33,2015-01-02 08:51:00,6.0,0.0
34,2015-01-02 09:51:00,8.0,0.0
36,2015-01-02 11:51:00,11.0,0.0
37,2015-01-02 12:51:00,10.0,0.0
38,2015-01-02 13:51:00,9.0,0.0
40,2015-01-02 15:51:00,8.0,0.0
41,2015-01-02 16:51:00,9.0,0.0
42,2015-01-02 17:51:00,7.0,0.0
43,2015-01-02 18:51:00,10.0,0.0
44,2015-01-02 19:51:00,6.0,0.0
45,2015-01-02 20:51:00,5.0,0.0
46,2015-01-02 21:51:00,5.0,0.0
47,2015-01-02 22:51:00,3.0,0.0
48,2015-01-02 23:51:00,5.0,0.0
50,2015-01-03 00:51:00,7.0,0.0
51,2015-01-03 01:51:00,0.0,0.0
52,2015-01-03 02:51:00,6.0,0.0
53,2015-01-03 03:51:00,7.0,0.0
54,2015-01-03 04:51:00,6.0,0.0
55,2015-01-03 05:51:00,6.0,0.0
56,2015-01-03 06:51:00,6.0,0.0
57,2015-01-03 07:51:00,9.0,0.0
58,2015-01-03 08:51:00,7.0,0.0
59,2015-01-03 09:51:00,3.0,0.0
63,2015-01-03 10:51:00,8.0,0.0
64,2015-01-03 11:51:00,5.0,0.0
66,2015-01-03 12:39:00,7.0,0.01
68,2015-01-03 12:51:00,8.0,0.01
70,2015-01-03 13:22:00,8.0,0.01
72,2015-01-03 13:51:00,8.0,0.04
73,2015-01-03 14:11:00,8.0,0.01
74,2015-01-03 14:20:00,6.0,0.02
75,2015-01-03 14:42:00,7.0,0.05
76,2015-01-03 14:51:00,6.0,0.07
77,2015-01-03 15:16:00,5.0,0.04
78,2015-01-03 15:23:00,5.0,0.05
79,2015-01-03 15:36:00,7.0,0.06
80,2015-01-03 15:51:00,7.0,0.06
81,2015-01-03 16:31:00,6.0,0.04
82,2015-01-03 16:38:00,6.0,0.05
83,2015-01-03 16:51:00,8.0,0.05
84,2015-01-03 17:04:00,6.0,0.01
85,2015-01-03 17:31:00,6.0,0.07
86,2015-01-03 17:38:00,3.0,0.1
88,2015-01-03 17:51:00,5.0,0.12
89,2015-01-03 18:14:00,7.0,0.01
90,2015-01-03 18:40:00,5.0,0.05
92,2015-01-03 18:51:00,6.0,0.07
93,2015-01-03 19:28:00,6.0,0.07
94,2015-01-03 19:35:00,6.0,0.08
95,2015-01-03 19:51:00,6.0,0.11
96,2015-01-03 20:34:00,7.0,0.01
98,2015-01-03 20:51:00,9.0,0.03
100,2015-01-03 21:10:00,6.0,0.01
101,2015-01-03 21:38:00,8.0,0.05
102,2015-01-03 21:51:00,8.0,0.06
103,2015-01-03 22:14:00,6.0,0.02
104,2015-01-03 22:51:00,7.0,0.05
106,2015-01-03 23:29:00,8.0,0.01
108,2015-01-03 23:51:00,7.0,0.04
110,2015-01-04 00:11:00,7.0,0.05
111,2015-01-04 00:39:00,5.0,0.15
112,2015-01-04 00:51:00,3.0,0.15
113,2015-01-04 01:35:00,5.0,0.02
114,2015-01-04 01:51:00,3.0,0.01
117,2015-01-04 02:29:00,0.0,0.01
118,2015-01-04 02:51:00,3.0,0.01
122,2015-01-04 03:51:00,0.0,0.0
127,2015-01-04 04:51:00,0.0,0.0
131,2015-01-04 05:51:00,7.0,0.01
133,2015-01-04 07:51:00,8.0,0.04
138,2015-01-04 10:36:00,5.0,0.01
139,2015-01-04 10:51:00,7.0,0.01
140,2015-01-04 11:51:00,8.0,0.0
144,2015-01-04 12:51:00,8.0,0.0
145,2015-01-04 13:51:00,5.0,0.0
147,2015-01-04 14:51:00,8.0,0.0
150,2015-01-04 16:51:00,7.0,0.0
151,2015-01-04 17:51:00,5.0,0.0
154,2015-01-04 18:51:00,7.0,0.0
155,2015-01-04 19:51:00,6.0,0.02
156,2015-01-04 20:18:00,7.0,0.01
157,2015-01-04 20:51:00,5.0,0.04
158,2015-01-04 21:51:00,8.0,0.01
160,2015-01-04 23:51:00,18.0,0.0
162,2015-01-05 00:51:00,10.0,0.0
164,2015-01-05 02:51:00,10.0,0.0
165,2015-01-05 03:51:00,13.0,0.0
166,2015-01-05 04:51:00,9.0,0.0
167,2015-01-05 05:51:00,16.0,0.0
168,2015-01-05 06:51:00,13.0,0.0
169,2015-01-05 07:51:00,15.0,0.0
170,2015-01-05 08:51:00,14.0,0.0
171,2015-01-05 09:51:00,7.0,0.0
172,2015-01-05 10:51:00,16.0,0.0
173,2015-01-05 11:51:00,7.0,0.0
174,2015-01-05 12:51:00,9.0,0.0
176,2015-01-05 14:51:00,7.0,0.0
177,2015-01-05 15:51:00,15.0,0.0
178,2015-01-05 16:51:00,10.0,0.0
179,2015-01-05 17:51:00,14.0,0.0
180,2015-01-05 18:51:00,9.0,0.0
181,2015-01-05 19:51:00,11.0,0.0
182,2015-01-05 20:51:00,3.0,0.0
183,2015-01-05 21:51:00,6.0,0.0
184,2015-01-05 22:51:00,8.0,0.0
185,2015-01-05 23:51:00,7.0,0.0
187,2015-01-06 00:51:00,10.0,0.0
188,2015-01-06 01:51:00,3.0,0.0
189,2015-01-06 02:51:00,7.0,0.0
190,2015-01-06 03:51:00,7.0,0.0
191,2015-01-06 04:51:00,5.0,0.0
192,2015-01-06 05:51:00,0.0,0.0
193,2015-01-06 06:51:00,9.0,0.0
194,2015-01-06 07:51:00,3.0,0.0
198,2015-01-06 09:26:00,0.0,0.01
199,2015-01-06 09:51:00,0.0,0.02
202,2015-01-06 10:35:00,0.0,0.01
203,2015-01-06 10:51:00,0.0,0.02
204,2015-01-06 11:36:00,7.0,0.01
205,2015-01-06 11:51:00,3.0,0.01
216,2015-01-06 14:51:00,0.0,0.0
217,2015-01-06 15:51:00,3.0,0.0
218,2015-01-06 16:51:00,5.0,0.0
220,2015-01-06 17:51:00,0.0,0.0
222,2015-01-06 18:51:00,6.0,0.0
223,2015-01-06 19:51:00,8.0,0.0
224,2015-01-06 20:51:00,3.0,0.0
226,2015-01-06 22:51:00,9.0,0.0
227,2015-01-06 23:51:00,3.0,0.0
229,2015-01-07 00:51:00,5.0,0.0
231,2015-01-07 02:51:00,7.0,0.0
232,2015-01-07 03:51:00,7.0,0.0
233,2015-01-07 04:51:00,9.0,0.0
235,2015-01-07 06:51:00,5.0,0.0
236,2015-01-07 07:51:00,14.0,0.0
237,2015-01-07 08:51:00,14.0,0.0
238,2015-01-07 09:51:00,16.0,0.0
239,2015-01-07 10:51:00,14.0,0.0
240,2015-01-07 11:51:00,16.0,0.0
241,2015-01-07 12:51:00,8.0,0.0
242,2015-01-07 13:51:00,16.0,0.0
243,2015-01-07 14:51:00,11.0,0.0
244,2015-01-07 15:51:00,17.0,0.0
245,2015-01-07 16:51:00,18.0,0.0
246,2015-01-07 17:51:00,16.0,0.0
247,2015-01-07 18:51:00,11.0,0.0
248,2015-01-07 19:51:00,21.0,0.0
249,2015-01-07 20:51:00,14.0,0.0
250,2015-01-07 21:51:00,14.0,0.0
251,2015-01-07 22:51:00,13.0,0.0
252,2015-01-07 23:51:00,13.0,0.0
254,2015-01-08 00:51:00,9.0,0.0
255,2015-01-08 01:51:00,11.0,0.0
256,2015-01-08 02:51:00,14.0,0.0
257,2015-01-08 03:51:00,10.0,0.0
258,2015-01-08 04:51:00,14.0,0.0
259,2015-01-08 05:51:00,9.0,0.0
260,2015-01-08 06:51:00,11.0,0.0
261,2015-01-08 07:51:00,6.0,0.0
262,2015-01-08 08:51:00,7.0,0.0
263,2015-01-08 09:51:00,9.0,0.0
264,2015-01-08 10:51:00,5.0,0.0
266,2015-01-08 12:51:00,7.0,0.0
267,2015-01-08 13:51:00,8.0,0.0
268,2015-01-08 14:51:00,7.0,0.0
269,2015-01-08 15:51:00,5.0,0.0
270,2015-01-08 16:51:00,7.0,0.0
272,2015-01-08 18:51:00,10.0,0.0
273,2015-01-08 19:51:00,11.0,0.0
274,2015-01-08 20:51:00,10.0,0.0
275,2015-01-08 21:51:00,10.0,0.0
276,2015-01-08 22:51:00,6.0,0.0
277,2015-01-08 23:51:00,6.0,0.0
279,2015-01-09 00:51:00,8.0,0.0
280,2015-01-09 01:51:00,9.0,0.0
282,2015-01-09 03:51:00,3.0,0.0
283,2015-01-09 04:51:00,9.0,0.0
284,2015-01-09 05:51:00,16.0,0.0
289,2015-01-09 07:12:00,3.0,0.01
290,2015-01-09 07:38:00,10.0,0.03
291,2015-01-09 07:45:00,6.0,0.03
292,2015-01-09 07:51:00,5.0,0.04
293,2015-01-09 08:02:00,11.0,0.01
294,2015-01-09 08:24:00,6.0,0.03
295,2015-01-09 08:36:00,13.0,0.03
296,2015-01-09 08:48:00,10.0,0.04
297,2015-01-09 08:51:00,11.0,0.03
300,2015-01-09 10:51:00,5.0,0.0
301,2015-01-09 11:51:00,9.0,0.0
302,2015-01-09 12:51:00,8.0,0.0
303,2015-01-09 13:51:00,5.0,0.0
304,2015-01-09 14:51:00,8.0,0.0
305,2015-01-09 15:51:00,8.0,0.0
306,2015-01-09 16:51:00,8.0,0.0
307,2015-01-09 17:51:00,5.0,0.0
309,2015-01-09 19:51:00,11.0,0.0
310,2015-01-09 20:51:00,17.0,0.0
312,2015-01-09 22:51:00,7.0,0.0
313,2015-01-09 23:51:00,11.0,0.0
315,2015-01-10 00:51:00,9.0,0.0
316,2015-01-10 01:51:00,8.0,0.0
317,2015-01-10 02:51:00,5.0,0.0
318,2015-01-10 03:51:00,9.0,0.0
319,2015-01-10 04:51:00,8.0,0.0
320,2015-01-10 05:51:00,10.0,0.0
321,2015-01-10 06:51:00,9.0,0.0
322,2015-01-10 07:51:00,11.0,0.0
323,2015-01-10 08:51:00,6.0,0.0
324,2015-01-10 09:51:00,8.0,0.0
325,2015-01-10 10:51:00,9.0,0.0
326,2015-01-10 11:51:00,9.0,0.0
327,2015-01-10 12:51:00,10.0,0.0
328,2015-01-10 13:51:00,7.0,0.0
329,2015-01-10 14:51:00,3.0,0.0
330,2015-01-10 15:51:00,6.0,0.0
331,2015-01-10 16:51:00,8.0,0.0
333,2015-01-10 18:51:00,6.0,0.0
334,2015-01-10 19:51:00,10.0,0.0
335,2015-01-10 20:51:00,8.0,0.0
336,2015-01-10 21:51:00,7.0,0.0
337,2015-01-10 22:51:00,8.0,0.0
338,2015-01-10 23:51:00,9.0,0.0
340,2015-01-11 00:51:00,6.0,0.0
341,2015-01-11 01:51:00,3.0,0.0
342,2015-01-11 02:51:00,6.0,0.0
343,2015-01-11 03:51:00,8.0,0.0
344,2015-01-11 04:51:00,5.0,0.0
345,2015-01-11 05:51:00,6.0,0.0
346,2015-01-11 06:51:00,5.0,0.0
347,2015-01-11 07:51:00,3.0,0.0
348,2015-01-11 08:51:00,0.0,0.0
349,2015-01-11 09:51:00,5.0,0.0
350,2015-01-11 10:51:00,7.0,0.0
351,2015-01-11 11:51:00,6.0,0.0
352,2015-01-11 12:51:00,6.0,0.0
353,2015-01-11 13:51:00,6.0,0.0
354,2015-01-11 14:51:00,9.0,0.0
355,2015-01-11 15:51:00,3.0,0.0
356,2015-01-11 16:51:00,11.0,0.0
357,2015-01-11 17:51:00,6.0,0.0
358,2015-01-11 18:51:00,8.0,0.0
360,2015-01-11 20:51:00,10.0,0.0
361,2015-01-11 21:51:00,7.0,0.0
362,2015-01-11 22:51:00,6.0,0.0
363,2015-01-11 23:51:00,7.0,0.0
365,2015-01-12 00:51:00,7.0,0.0
366,2015-01-12 01:51:00,7.0,0.0
370,2015-01-12 05:51:00,9.0,0.01
374,2015-01-12 08:51:00,3.0,0.01
375,2015-01-12 09:43:00,3.0,0.02
376,2015-01-12 09:51:00,0.0,0.02
377,2015-01-12 10:16:00,5.0,0.02
378,2015-01-12 10:42:00,0.0,0.03
380,2015-01-12 10:51:00,0.0,0.04
382,2015-01-12 11:51:00,0.0,0.04
383,2015-01-12 12:04:00,0.0,0.02
384,2015-01-12 12:38:00,3.0,0.05
385,2015-01-12 12:48:00,5.0,0.06
387,2015-01-12 12:51:00,5.0,0.06
388,2015-01-12 13:14:00,7.0,0.03
390,2015-01-12 13:51:00,3.0,0.06
391,2015-01-12 14:09:00,0.0,0.02
392,2015-01-12 14:43:00,0.0,0.05
394,2015-01-12 14:51:00,5.0,0.06
395,2015-01-12 15:08:00,0.0,0.03
396,2015-01-12 15:27:00,0.0,0.05
397,2015-01-12 15:33:00,5.0,0.06
398,2015-01-12 15:44:00,5.0,0.06
400,2015-01-12 15:51:00,3.0,0.05
408,2015-01-12 17:51:00,0.0,0.0
410,2015-01-12 18:51:00,0.0,0.0
411,2015-01-12 19:51:00,5.0,0.0
412,2015-01-12 20:51:00,8.0,0.0
413,2015-01-12 21:51:00,7.0,0.01
415,2015-01-12 22:51:00,8.0,0.0
416,2015-01-12 23:51:00,7.0,0.0
418,2015-01-13 00:51:00,6.0,0.0
421,2015-01-13 01:51:00,10.0,0.0
423,2015-01-13 02:51:00,10.0,0.0
424,2015-01-13 03:51:00,6.0,0.0
425,2015-01-13 04:51:00,7.0,0.0
426,2015-01-13 05:51:00,8.0,0.0
428,2015-01-13 06:51:00,6.0,0.0
430,2015-01-13 07:51:00,11.0,0.0
431,2015-01-13 08:51:00,8.0,0.0
432,2015-01-13 09:51:00,16.0,0.0
433,2015-01-13 10:51:00,13.0,0.0
434,2015-01-13 11:51:00,10.0,0.0
436,2015-01-13 13:51:00,0.0,0.0
437,2015-01-13 14:51:00,9.0,0.0
438,2015-01-13 15:51:00,9.0,0.0
439,2015-01-13 16:51:00,9.0,0.0
440,2015-01-13 17:51:00,14.0,0.0
441,2015-01-13 18:51:00,7.0,0.0
442,2015-01-13 19:51:00,8.0,0.0
443,2015-01-13 20:51:00,8.0,0.0
444,2015-01-13 21:51:00,7.0,0.0
445,2015-01-13 22:51:00,7.0,0.0
446,2015-01-13 23:51:00,8.0,0.0
